PicHandlingTime	PicGrabTime	Rearrangement-Calc-Time	Movement-Calc-Time	Finishing-Calc-Time	ResetPositionTime	StreamTime	TriggerTime
1.6526e-05	0.000108164	2.5839e-05	0.000170359	0.00196559	3.0347e-05	0.0153501	4.5369e-05
2.1632e-05	6.1294e-05	2.4638e-05	0.000866519	0.00161586	4.6871e-05	0.0154901	5.0777e-05
1.5323e-05	0.000140914	1.4723e-05	0.000211522	0.00132922	4.5369e-05	0.0150172	6.6701e-05
1.5023e-05	0.000104559	2.6741e-05	0.000134604	0.00235228	4.3867e-05	0.0152464	5.4984e-05
2.8544e-05	4.8373e-05	1.983e-05	0.000262599	0.00311574	4.9576e-05	0.0163407	3.4252e-05
1.2319e-05	4.4768e-05	2.4637e-05	0.000345526	0.00126673	3.1848e-05	0.0150208	4.5369e-05
1.5323e-05	4.4468e-05	2.5539e-05	0.00019019	0.00172072	2.8243e-05	0.0163124	3.1548e-05
6.0993e-05	5.0176e-05	2.614e-05	0.000694356	0.00179463	4.1763e-05	0.0158266	3.8459e-05
3.1247e-05	8.1124e-05	2.8844e-05	0.000208518	0.00130368	4.0562e-05	0.014988	0.000127093
1.953e-05	7.5715e-05	2.2534e-05	0.00113002	0.00447321	4.5069e-05	0.0155288	5.2279e-05
2.1633e-05	6.7302e-05	2.5839e-05	0.000441072	0.00253406	2.9144e-05	0.0149961	4.3266e-05
1.4122e-05	4.3866e-05	1.5924e-05	0.000144821	0.00215428	3.0046e-05	0.0151536	4.4167e-05
3.3651e-05	0.000101254	1.6526e-05	0.000233455	0.00133493	3.1848e-05	0.0150484	5.3482e-05
2.4337e-05	6.3997e-05	0.000796212	6.01e-07	0.00145391	3.8158e-05	0.0149541	5.7688e-05
1.5924e-05	0.000109967	2.5239e-05	0.000266806	0.00237271	5.6786e-05	0.0164215	3.275e-05
1.2619e-05	4.2364e-05	3.3652e-05	0.000123187	0.00147464	4.567e-05	0.0167736	5.5885e-05
3.2449e-05	0.000137009	0.00170239	6.01e-07	0.00206444	3.3051e-05	0.0148564	3.7557e-05
1.5623e-05	4.4769e-05	2.0431e-05	0.000210621	0.00341409	3.2149e-05	0.0149703	6.2796e-05
2.7642e-05	4.2965e-05	0.00104709	6.01e-07	0.00257882	2.9445e-05	0.0149577	3.335e-05
1.292e-05	4.3266e-05	3.0947e-05	0.000127093	0.00264162	3.4552e-05	0.0156568	3.3952e-05
2.7041e-05	5.7388e-05	1.5023e-05	0.000232854	0.00133583	3.1849e-05	0.0147813	3.2148e-05
4.8974e-05	7.181e-05	2.9746e-05	0.000158941	0.00149808	3.3952e-05	0.0146686	6.1594e-05
3.936e-05	0.000419137	4.1463e-05	0.000274017	0.00201937	4.2665e-05	0.01624	3.2449e-05
4.4768e-05	7.0307e-05	1.4422e-05	7.7818e-05	0.00166033	2.9745e-05	0.015238	3.3351e-05
1.352e-05	4.7172e-05	1.4422e-05	0.00011838	0.00211672	8.2626e-05	0.0153459	0.000125291
1.6525e-05	5.8289e-05	2.1933e-05	0.000382182	0.00132261	4.2365e-05	0.0160417	3.0947e-05
5.6486e-05	9.4944e-05	1.953e-05	0.000159542	0.00202658	2.4337e-05	0.0149171	2.8243e-05
1.4422e-05	5.8589e-05	2.1633e-05	0.000143318	0.00233996	3.2149e-05	0.0170134	4.6871e-05
1.4422e-05	5.3481e-05	1.8629e-05	0.000272214	0.00132081	3.0346e-05	0.0157073	3.6355e-05
1.5925e-05	5.949e-05	2.4337e-05	0.000288739	0.00223029	3.6656e-05	0.01606	4.8975e-05
4.8674e-05	0.00114204	3.8459e-05	0.000261698	0.00314669	3.0045e-05	0.0154396	4.8073e-05
1.7426e-05	5.3782e-05	2.3436e-05	0.000725303	0.00124299	4.0863e-05	0.0158215	4.9275e-05
1.5023e-05	5.1378e-05	1.8929e-05	0.000176669	0.00204521	5.1078e-05	0.0166483	9.7949e-05
1.5023e-05	0.000102155	3.0046e-05	0.000400509	0.00129888	4.4768e-05	0.014997	0.000119882
6.8203e-05	0.000188087	3.9961e-05	0.000212724	0.00324223	4.0562e-05	0.0156202	3.2149e-05
1.3821e-05	6.6701e-05	1.5324e-05	0.000198001	0.00291654	3.0647e-05	0.0160207	3.305e-05
1.3221e-05	0.000101254	3.2449e-05	0.000242168	0.00161856	3.1248e-05	0.0148889	3.5153e-05
1.983e-05	3.4553e-05	2.4036e-05	0.000224442	0.00165672	4.8073e-05	0.0164536	8.5631e-05
4.7773e-05	6.0392e-05	1.4722e-05	0.00020371	0.00152572	4.0261e-05	0.0150196	2.7943e-05
1.7126e-05	5.4383e-05	3.4252e-05	0.000165852	0.00353428	4.0862e-05	0.016728	3.5755e-05
1.5624e-05	5.4683e-05	1.5022e-05	0.000207616	0.00213986	5.3782e-05	0.014921	7.5114e-05
4.4468e-05	5.5584e-05	1.6225e-05	0.000181175	0.00243821	0.000147524	0.0151686	0.000155937
1.322e-05	4.2965e-05	1.6225e-05	0.000170059	0.00139592	3.0046e-05	0.0148465	4.2965e-05
1.3821e-05	0.000101255	1.5323e-05	0.00015804	0.00220806	4.1163e-05	0.0150769	6.1293e-05
1.4422e-05	4.4468e-05	1.4121e-05	0.000179674	0.00217321	7.3912e-05	0.015713	9.3743e-05
1.352e-05	7.3312e-05	2.9145e-05	0.000134304	0.00176248	5.3782e-05	0.0150842	9.3743e-05
1.4722e-05	5.919e-05	1.6526e-05	9.4644e-05	0.00154134	3.3952e-05	0.0147101	5.228e-05
1.4422e-05	8.4128e-05	2.8544e-05	0.000339216	0.00188417	2.9445e-05	0.0152094	3.1548e-05
1.4122e-05	8.593e-05	1.5624e-05	0.000194696	0.00195778	2.9444e-05	0.0151887	3.1548e-05
2.644e-05	5.7087e-05	2.9746e-05	0.000407119	0.00175407	3.1248e-05	0.0152897	4.7772e-05
1.3521e-05	5.7387e-05	3.0346e-05	0.000366558	0.00165041	3.4553e-05	0.0175254	5.258e-05
3.9961e-05	8.9837e-05	1.6525e-05	0.00028273	0.00235048	4.627e-05	0.0151166	6.3096e-05
4.1163e-05	9.6446e-05	2.8844e-05	0.000198302	0.00192984	6.55e-05	0.0152266	8.5029e-05
1.4722e-05	8.533e-05	1.3821e-05	0.000166453	0.00168286	3.8459e-05	0.0150655	5.919e-05
4.0862e-05	0.000127394	3.3351e-05	0.00018388	0.00268008	4.1463e-05	0.0178243	4.5669e-05
3.2149e-05	0.000101254	3.6055e-05	0.000706375	0.0042716	3.7256e-05	0.0156259	3.4553e-05
1.4422e-05	5.919e-05	2.0732e-05	0.000123187	0.00166033	4.0862e-05	0.0157265	5.1678e-05
1.5023e-05	8.9536e-05	3.7557e-05	0.000127995	0.00189859	3.0947e-05	0.0152449	4.3566e-05
1.7126e-05	4.8975e-05	2.1633e-05	0.000281528	0.00136918	3.0045e-05	0.0152278	4.8374e-05
